id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
2597531020,20141104T000000,925850,6,3.25,3140,14923,2,0,0,3,10,3140,0,1991,0,98006,47.5411,-122.133,2980,10758
643300040,20141104T000000,481000,4,1.75,1920,9500,1,0,0,4,7,1470,450,1966,0,98006,47.5683,-122.177,1820,10091
2597520720,20141103T000000,720000,5,2.5,2900,9525,2,0,0,3,9,2900,0,1989,0,98006,47.5442,-122.138,2910,11854
2592210370,20141031T000000,903000,3,2.75,3860,12786,2,0,0,4,10,3860,0,1984,0,98006,47.549,-122.141,2820,14636
2600040160,20141031T000000,753000,3,2.25,2290,9047,2,0,0,4,8,2290,0,1984,0,98006,47.5545,-122.163,2120,9275
8965520190,20141030T000000,1.20E+06,3,2.5,3420,16622,1,0,4,3,10,2410,1010,1991,0,98006,47.5638,-122.105,3460,14566
4139420640,20141030T000000,1.79E+06,4,3.5,5490,14300,1,0,4,3,12,2910,2580,1996,0,98006,47.5511,-122.114,4290,13822
5566100170,20141029T000000,650000,10,2,3610,11914,2,0,0,4,7,3010,600,1958,0,98006,47.5705,-122.175,2040,11914
2201500450,20141028T000000,473000,3,1,1280,10000,1,0,0,4,7,1280,0,1954,0,98006,47.5716,-122.139,1240,10000
8089510170,20141027T000000,935000,5,4.5,4230,9701,2,0,0,3,10,4230,0,1999,0,98006,47.5444,-122.131,4130,12253
1777600490,20141024T000000,675000,4,2.5,3130,12463,1,0,0,4,8,1620,1510,1978,0,98006,47.569,-122.127,2740,11779
1951800580,20141024T000000,590000,4,2.5,3700,12500,1,0,0,5,8,1920,1780,1973,0,98006,47.5403,-122.168,2020,8350
2024059111,20141023T000000,820000,3,3,3850,38830,2,0,1,3,10,3850,0,2000,0,98006,47.5535,-122.191,2970,14050
2205500355,20141021T000000,455000,3,1.75,1700,8360,1,0,0,4,7,850,850,1955,0,98006,47.5766,-122.147,1520,8360
4139430910,20141021T000000,935000,4,3.25,4110,15488,2,0,2,3,11,4110,0,1995,0,98006,47.5493,-122.117,4190,14973
3343301910,20141020T000000,1.00E+06,5,4.5,2120,8944,2,1,4,5,8,2120,0,1939,1963,98006,47.5488,-122.197,2870,8944
2600100180,20141020T000000,555000,4,2.75,2600,19275,1,0,0,3,8,1620,980,1978,0,98006,47.5523,-122.162,2230,10119
2201500980,20141020T000000,450000,3,1,1350,10000,1,0,0,4,7,1350,0,1954,0,98006,47.5741,-122.133,1450,10000
6072100140,20141017T000000,500000,3,1.75,1530,8829,1,0,0,5,8,1530,0,1972,0,98006,47.545,-122.171,2060,9226
2346200050,20141017T000000,760369,5,2.5,2870,4712,2,0,0,3,9,2870,0,2014,0,98006,47.5463,-122.182,2870,6768
3224510290,20141016T000000,920000,3,1.75,3670,11884,1,0,2,4,9,1950,1720,1979,0,98006,47.5604,-122.133,3020,9747
4139430340,20141015T000000,1.03E+06,3,2.5,3680,13384,2,0,0,3,10,3680,0,1994,0,98006,47.5484,-122.119,3600,11306
9346930100,20141015T000000,610000,4,2.5,2440,9350,1,0,0,4,8,1560,880,1976,0,98006,47.5614,-122.13,2260,8500
1836980240,20141015T000000,730000,4,2.75,2920,4500,2,0,0,3,9,2920,0,1999,0,98006,47.5646,-122.124,2920,4505
2600010390,20141015T000000,825000,4,2.25,2430,10050,2,0,0,4,8,2430,0,1979,0,98006,47.5563,-122.163,2390,10250
2424059119,20141014T000000,1.10E+06,4,3.5,4560,41636,2,0,0,3,9,4170,390,1995,0,98006,47.5589,-122.116,2990,11381
2206700070,20141013T000000,435000,3,1,1120,9656,1,0,0,5,7,1120,0,1955,0,98006,47.567,-122.139,1720,9908
2592210290,20141010T000000,870000,4,2.5,2650,12001,2,0,0,4,9,2650,0,1984,0,98006,47.5496,-122.14,2880,14054
2024059059,20141010T000000,693000,3,2.25,2090,45535,1,0,2,5,8,1280,810,1952,0,98006,47.5538,-122.191,3090,12889
2597450620,20141009T000000,1.51E+06,3,2.5,4010,12105,1,0,3,5,11,2600,1410,1983,0,98006,47.554,-122.151,4010,15081
2824059128,20141009T000000,510000,3,2,1990,7405,1,0,0,5,7,1990,0,1971,0,98006,47.5421,-122.172,2120,6462
8965520100,20141008T000000,855000,3,2.25,3440,10628,2,0,2,3,10,3440,0,1985,0,98006,47.5647,-122.108,3170,11434
4139400280,20141008T000000,765000,3,2.5,2700,8444,2,0,0,3,10,2700,0,1992,0,98006,47.5597,-122.113,2840,9165
2597520580,20141008T000000,805000,4,2.5,2910,9000,2,0,0,3,9,2910,0,1989,0,98006,47.5451,-122.142,2530,9000
2205500540,20141008T000000,365000,4,1.5,1820,12327,1,0,0,4,7,1380,440,1955,0,98006,47.5767,-122.144,1450,9256
3447000060,20141008T000000,577500,3,1.75,2140,13286,1,0,0,4,8,1220,920,1964,0,98006,47.5722,-122.128,2250,13286
5603700025,20141007T000000,732000,4,1.75,2360,11300,1,0,0,4,9,2360,0,1974,0,98006,47.5728,-122.163,2290,11951
7855000460,20141007T000000,1.45E+06,3,2.75,3940,9671,1,0,4,5,9,2140,1800,1967,0,98006,47.5654,-122.158,3390,9360
1687910200,20141007T000000,629000,4,2.25,1900,11171,1,0,0,3,8,1280,620,1984,0,98006,47.561,-122.126,2330,9934
5056500210,20141007T000000,539950,4,2.75,2910,9000,1,0,0,4,8,2130,780,1966,0,98006,47.544,-122.176,1970,9000
2201500030,20141006T000000,420000,4,1,1750,9600,1.5,0,0,4,7,1750,0,1954,0,98006,47.5759,-122.137,1750,10530
4139470010,20141006T000000,1.62E+06,4,3.25,4250,12281,2,0,4,3,12,3020,1230,1996,0,98006,47.5507,-122.113,4940,12941
2624059036,20141003T000000,1.60E+06,5,4.5,5130,43123,2,0,0,3,11,5130,0,1996,0,98006,47.544,-122.126,4670,43560
6072760210,20141002T000000,437850,4,2.25,2670,14255,1,0,0,4,8,1610,1060,1975,0,98006,47.5623,-122.175,2470,10290
715010140,20141002T000000,1.75E+06,5,3.25,5790,12739,2,0,3,3,10,4430,1360,2014,0,98006,47.538,-122.114,5790,13928
2600020100,20140930T000000,975000,4,2.5,2720,10455,2,0,2,3,10,2500,220,1981,0,98006,47.5564,-122.158,3240,12348
1687900520,20140929T000000,673000,4,2.25,2590,8190,2,0,0,4,8,2590,0,1980,0,98006,47.5619,-122.125,2260,8335
3377900195,20140929T000000,2.53E+06,4,5.5,6930,45100,1,0,0,4,11,4310,2620,1950,1991,98006,47.5547,-122.144,2560,37766
2201500555,20140929T000000,385000,3,1,1420,10980,1,0,0,4,7,1200,220,1954,0,98006,47.574,-122.138,1630,9763
6072400820,20140926T000000,525000,3,1.75,1520,7875,1,0,0,5,8,1520,0,1969,0,98006,47.5569,-122.176,2150,9428
9346930250,20140926T000000,668500,4,2.25,2290,9546,1,0,0,4,8,1780,510,1976,0,98006,47.5617,-122.13,2360,8864
7856700990,20140924T000000,655000,4,2.25,2200,9163,1,0,0,4,8,1430,770,1971,0,98006,47.5653,-122.146,2420,9163
7856600170,20140924T000000,981000,4,2.5,2110,10100,1,0,2,3,8,2110,0,1968,2005,98006,47.567,-122.151,2230,10100
8965500030,20140923T000000,804000,5,3.5,2770,9305,2,0,0,3,9,2770,0,1985,0,98006,47.5628,-122.114,2520,9773
2592210150,20140923T000000,822000,3,2.5,2290,9158,2,0,0,4,8,2290,0,1984,0,98006,47.5476,-122.14,2210,9588
7855300460,20140923T000000,1.00E+06,3,2.75,2370,8900,1,0,4,4,9,1670,700,1971,0,98006,47.5648,-122.156,2840,8956
7856410411,20140922T000000,1.70E+06,4,4.5,3860,15246,2,0,4,3,11,2940,920,2004,0,98006,47.56,-122.161,3750,14790
7855400630,20140922T000000,1.03E+06,5,2.5,3050,8200,1,0,4,4,8,1650,1400,1962,0,98006,47.5647,-122.155,2970,8792
9346900170,20140922T000000,615000,4,2.25,2330,7020,1,0,0,4,8,1450,880,1973,0,98006,47.562,-122.139,2330,8500
4035900060,20140919T000000,515000,3,1.75,1600,20873,1,0,0,3,8,1600,0,1955,0,98006,47.5632,-122.182,2640,18364
4140930010,20140919T000000,739000,4,2.5,2780,6737,2,0,0,3,9,2780,0,2002,0,98006,47.5656,-122.122,2750,7950
4139440360,20140918T000000,850000,4,2.5,2900,9972,2,0,0,3,9,2900,0,1993,0,98006,47.5536,-122.121,2901,8567
7855801090,20140917T000000,795000,5,2.5,3040,9570,1,0,2,4,8,1640,1400,1966,0,98006,47.5651,-122.164,2920,8800
2524059267,20140917T000000,799900,4,4,3650,18223,2,0,3,3,9,3330,320,2013,0,98006,47.5442,-122.116,3220,11022
2268400350,20140916T000000,749000,4,2.5,1710,9627,1,0,0,3,9,1440,270,1976,2014,98006,47.559,-122.164,2140,9131
4139480190,20140916T000000,1.15E+06,3,3.25,3780,10623,1,0,1,3,11,2650,1130,1999,0,98006,47.5506,-122.101,3850,11170
8965500880,20140916T000000,1.11E+06,4,2.5,3320,9380,2,0,3,3,10,3320,0,1988,0,98006,47.5655,-122.114,2870,11779
2600100300,20140916T000000,623000,4,2.5,2980,9235,1,0,0,4,8,1690,1290,1977,0,98006,47.5513,-122.162,2690,10046
2206700295,20140915T000000,453000,3,1,1210,9473,1,0,0,5,7,1210,0,1955,0,98006,47.5637,-122.139,1700,11465
5603800110,20140915T000000,586000,4,2.25,2130,9000,2,0,0,4,8,2130,0,1965,0,98006,47.5716,-122.159,2110,10431
2141300620,20140915T000000,550000,3,2.75,1960,13252,1,0,0,5,8,1240,720,1975,0,98006,47.5582,-122.139,2040,9866
8965450110,20140912T000000,850000,3,2.5,3300,11570,2,0,0,3,9,3300,0,1994,0,98006,47.5599,-122.121,3280,11446
8081010040,20140911T000000,1.15E+06,3,2.5,3160,24437,1,0,3,3,11,2160,1000,1991,0,98006,47.5531,-122.131,3990,11977
2141340040,20140911T000000,649950,3,2.5,2150,15304,2,0,0,4,9,2150,0,1979,0,98006,47.5573,-122.136,2540,10507
4139420070,20140910T000000,1.20E+06,5,3.25,5180,19606,1,0,0,3,11,2610,2570,1993,0,98006,47.555,-122.114,4050,15296
2597531110,20140909T000000,812500,4,2.5,2750,10159,2,0,0,3,10,2750,0,1991,0,98006,47.5426,-122.135,3160,10159
3343301490,20140909T000000,818500,5,3.5,4790,12957,2,0,1,3,9,3110,1680,2005,0,98006,47.5469,-122.194,2620,13538
1672000170,20140908T000000,575000,3,1.75,1890,11141,1,0,0,4,8,1890,0,1968,0,98006,47.5697,-122.163,2720,11144
6071400360,20140908T000000,550000,4,2.5,2120,9163,1,0,0,4,8,1450,670,1961,0,98006,47.5551,-122.172,2120,9166
7855600730,20140908T000000,920000,4,2.75,3140,9085,1,0,2,5,8,1570,1570,1961,0,98006,47.5675,-122.16,2430,9350
8965400390,20140905T000000,749999,5,2.25,3060,13630,2,0,0,3,10,3060,0,1989,0,98006,47.5585,-122.117,3430,10700
2206500110,20140905T000000,508450,4,1.75,1520,9600,1,0,0,4,7,1000,520,1955,0,98006,47.5763,-122.154,1510,9000
7855600820,20140904T000000,802000,4,2.25,2130,8734,2,0,2,4,8,2130,0,1961,0,98006,47.5672,-122.161,2550,8800
7856640180,20140904T000000,770000,3,2.5,2900,23550,1,0,0,3,10,1490,1410,1987,0,98006,47.5708,-122.153,2900,19604
5566100145,20140903T000000,499950,3,1.5,1360,11250,1,0,0,4,7,1360,0,1955,0,98006,47.5697,-122.177,1440,11250
643300010,20140829T000000,365000,3,1.75,1410,9150,1,0,0,5,7,1410,0,1959,0,98006,47.5683,-122.178,1800,9940
4139460290,20140828T000000,898000,3,2.5,3530,9753,2,0,0,3,10,3530,0,1997,0,98006,47.5539,-122.103,3220,9234
2600000050,20140827T000000,690000,3,2.25,2430,8327,1,0,0,4,9,1430,1000,1978,0,98006,47.5534,-122.16,2550,10427
4139420590,20140827T000000,1.20E+06,4,3.5,4560,16643,1,0,3,3,12,2230,2330,1995,0,98006,47.5521,-122.115,4060,15177
6071700020,20140827T000000,515000,3,2.25,1640,8400,1,0,0,4,8,1640,0,1962,0,98006,47.5484,-122.172,2110,8400
2597531030,20140826T000000,756000,4,2.5,2730,10753,2,0,0,3,9,2730,0,1991,0,98006,47.5414,-122.133,3090,10740
7526400100,20140826T000000,805000,4,2.5,3160,35225,2,0,1,3,9,2250,910,1992,0,98006,47.5672,-122.111,3460,17223
6071300090,20140826T000000,400000,3,1.75,1330,9143,1,0,0,3,7,1330,0,1960,0,98006,47.5538,-122.176,1950,10384
2024059094,20140825T000000,515000,3,2.25,1920,11500,1,0,0,3,8,1920,0,1972,2000,98006,47.5498,-122.188,2260,8866
9323610260,20140825T000000,828000,4,2.5,2120,10841,1,0,0,4,8,1500,620,1979,0,98006,47.556,-122.156,3130,10950
8965410150,20140825T000000,962800,4,2.5,3780,23623,2,0,0,3,9,3780,0,1997,0,98006,47.559,-122.118,3370,10210
1951820070,20140822T000000,491500,3,2.25,2230,13100,1,0,0,4,8,1510,720,1974,0,98006,47.5413,-122.174,2010,10650
2206700215,20140822T000000,375000,4,2,2070,9822,1,0,0,5,7,2070,0,1955,0,98006,47.566,-122.14,1300,9572
9346920070,20140822T000000,583000,3,1.75,1930,10183,1,0,0,4,8,1480,450,1975,0,98006,47.5624,-122.135,2320,10000
6071300550,20140822T000000,600000,4,2.5,2370,9135,1,0,0,4,8,1600,770,1967,0,98006,47.5564,-122.177,2050,9468
6071300160,20140822T000000,585000,5,2,2560,14467,1,0,0,3,8,1280,1280,1960,0,98006,47.5547,-122.178,2200,10267
7856570190,20140822T000000,870000,4,2.75,3410,23000,2,0,0,4,10,3410,0,1982,0,98006,47.5559,-122.149,2490,15512
1115400090,20140821T000000,610000,3,2.5,2060,8893,2,0,0,3,8,2060,0,1987,0,98006,47.5615,-122.165,2650,8500
9346980140,20140820T000000,605000,3,1.75,1920,7400,1,0,0,4,8,1260,660,1977,0,98006,47.5633,-122.131,2360,8048
2424059035,20140820T000000,768000,3,2.5,3220,54160,2,0,2,4,9,2690,530,1981,0,98006,47.5468,-122.109,3460,44374
2424059127,20140820T000000,952000,2,1.75,3490,88909,1,0,3,3,10,2320,1170,1980,0,98006,47.5462,-122.112,3490,40185
7805450560,20140820T000000,960000,4,2.5,3110,11397,2,0,3,4,10,3110,0,1984,0,98006,47.5623,-122.106,3110,11586
1854750010,20140820T000000,1.15E+06,3,2.5,4190,9624,2,0,0,3,10,4190,0,1999,0,98006,47.5642,-122.127,3650,8321
2206500300,20140820T000000,565000,5,1.75,1910,9720,1,0,0,4,7,1390,520,1955,0,98006,47.5772,-122.159,1750,9720
2600110710,20140819T000000,602000,3,2.25,1580,11580,1,0,0,4,8,1580,0,1979,0,98006,47.5503,-122.155,2630,10009
2202500150,20140819T000000,375000,3,1,1230,9877,1,0,0,3,7,1230,0,1954,0,98006,47.5745,-122.136,1240,9965
9323610180,20140819T000000,720000,3,2.25,2120,9297,2,0,0,4,8,2120,0,1981,0,98006,47.5561,-122.154,2620,10352
2207000060,20140818T000000,500000,3,1.5,1960,8815,1,0,0,4,7,1020,940,1958,0,98006,47.5765,-122.159,1760,9534
2206500105,20140818T000000,290000,3,1,960,9000,1,0,0,4,7,960,0,1955,0,98006,47.5765,-122.154,1520,9000
8081030090,20140815T000000,1.29E+06,4,3.5,3700,13175,2,0,0,4,11,3700,0,1989,0,98006,47.5471,-122.133,3880,15508
7701450110,20140815T000000,1.04E+06,4,2.5,3770,10893,2,0,2,3,11,3770,0,1997,0,98006,47.5646,-122.129,3710,9685
6071300500,20140815T000000,550000,4,2.5,2060,9719,1,0,0,4,8,1320,740,1960,0,98006,47.5549,-122.176,2050,9643
4139400910,20140815T000000,740000,4,2.5,2500,10330,2,0,0,3,10,2500,0,1992,0,98006,47.5595,-122.114,2710,8375
2597530650,20140815T000000,820000,3,2.5,2970,9600,2,0,0,3,9,2970,0,1994,0,98006,47.5422,-122.132,2970,9707
8562800250,20140814T000000,596000,4,2.25,2270,10000,1,0,0,5,8,1720,550,1974,0,98006,47.5599,-122.142,2270,10148
6065301040,20140814T000000,1.17E+06,5,2.75,2910,15118,1,0,0,5,9,1780,1130,1972,0,98006,47.5696,-122.183,2880,15253
2024059052,20140814T000000,975000,6,3,3420,22421,1,0,0,5,9,2270,1150,1948,0,98006,47.5508,-122.189,2430,15560
9286000110,20140814T000000,1.36E+06,5,3.75,4960,13990,2,0,2,3,11,3760,1200,2001,0,98006,47.5491,-122.137,5200,18116
7805450870,20140814T000000,909000,4,2.5,3680,11648,2,0,0,3,10,3680,0,1986,0,98006,47.5604,-122.107,2830,11251
1951700480,20140813T000000,524400,4,1.75,1990,12950,1,0,0,4,8,1850,140,1968,0,98006,47.5434,-122.166,2090,12850
2600020330,20140813T000000,1.22E+06,4,2.75,3670,15400,2,0,3,4,10,3670,0,1986,0,98006,47.5581,-122.156,3370,13300
7856620870,20140813T000000,855000,3,2,3120,9400,1,0,0,5,9,1820,1300,1978,0,98006,47.5612,-122.15,2770,9500
6072800265,20140813T000000,2.40E+06,4,3.25,3800,19798,2,0,0,3,10,3800,0,1969,2009,98006,47.5684,-122.19,3940,18975
2200500350,20140812T000000,500000,2,1,1640,14100,1,0,0,4,7,1140,500,1954,0,98006,47.5712,-122.143,1520,13527
7856610160,20140812T000000,925000,4,1.75,2710,11400,1,0,0,4,9,1430,1280,1976,0,98006,47.561,-122.153,2640,11000
2600140120,20140812T000000,946000,4,3,3140,9058,1,0,0,3,9,2140,1000,1989,0,98006,47.5462,-122.154,2760,10018
4139420370,20140811T000000,1.76E+06,4,5,6055,21630,1,0,3,4,12,3555,2500,1996,0,98006,47.5524,-122.112,4890,19223
2201500185,20140808T000000,397500,3,1,1030,10480,1,0,0,4,7,1030,0,1954,0,98006,47.5742,-122.139,1480,12200
7856620210,20140808T000000,812500,4,2.75,2810,10300,1,0,0,4,9,1810,1000,1978,0,98006,47.5626,-122.149,2710,9900
7856560480,20140808T000000,635000,3,2.5,1780,11000,1,0,0,4,8,1210,570,1980,0,98006,47.5574,-122.149,2310,9700
2205500335,20140807T000000,420000,4,1.75,1940,11500,1,0,0,4,7,1090,850,1955,0,98006,47.5774,-122.147,1700,8360
6072000910,20140806T000000,480000,3,1.75,1600,8400,1,0,0,5,8,1600,0,1963,0,98006,47.5479,-122.179,2210,8400
2212250080,20140806T000000,592100,4,2.75,2310,7851,1,0,0,4,8,1790,520,1989,0,98006,47.5473,-122.187,2230,7359
2592210160,20140805T000000,719000,3,2.5,2120,9307,2,0,0,4,9,2120,0,1984,0,98006,47.5477,-122.141,2290,11524
2202500110,20140805T000000,430000,3,1.5,1690,9708,1.5,0,0,5,7,1690,0,1954,0,98006,47.5732,-122.136,1570,9858
7856610490,20140805T000000,875000,5,2.5,2530,8564,2,0,0,4,8,2530,0,1976,0,98006,47.5622,-122.153,2480,8714
9323600380,20140805T000000,817000,4,2.25,2600,10660,2,0,0,4,8,2600,0,1979,0,98006,47.5533,-122.156,3150,10660
7856560380,20140804T000000,760000,4,2.25,2500,8500,2,0,0,4,8,2500,0,1979,0,98006,47.5569,-122.151,2470,9100
2597520900,20140804T000000,768000,3,2.5,2660,10928,2,0,0,3,9,1830,830,1988,0,98006,47.5442,-122.141,2800,10025
715010110,20140804T000000,1.24E+06,5,3.25,5790,13726,2,0,3,3,10,4430,1360,2014,0,98006,47.5388,-122.114,5790,13726
4139430810,20140801T000000,912000,3,2.5,2979,17313,2,0,2,3,11,2979,0,1993,0,98006,47.5503,-122.118,3890,14797
2203500140,20140801T000000,320000,4,1.5,1100,11824,1,0,0,4,7,1100,0,1954,0,98006,47.5704,-122.141,1380,11796
3260590070,20140801T000000,744000,4,2.5,3140,7260,2,0,0,3,8,2200,940,2004,0,98006,47.5664,-122.124,2860,8186
6072500490,20140801T000000,423800,3,2.5,1940,7415,2,0,0,3,8,1940,0,1965,0,98006,47.542,-122.176,1940,8425
6073200075,20140730T000000,625000,3,1.75,1600,9135,1,0,0,5,7,1600,0,1955,0,98006,47.5724,-122.179,1580,9800
8089500180,20140730T000000,1.15E+06,4,3.5,4540,19767,2,0,0,3,11,4200,340,1998,0,98006,47.5445,-122.137,3990,12881
4139490210,20140730T000000,1.29E+06,4,3.5,4080,14450,2,0,2,3,12,3210,870,1998,0,98006,47.5519,-122.106,4080,12114
2201500240,20140730T000000,475000,3,1.75,1260,10065,1,0,0,3,7,1260,0,1954,2014,98006,47.5727,-122.138,1320,10278
2597450250,20140730T000000,1.16E+06,4,2.5,3860,10361,2,0,2,4,10,2940,920,1985,0,98006,47.5517,-122.147,3720,13155
6072500050,20140729T000000,560000,5,2.5,2880,9000,1,0,0,5,8,1440,1440,1966,0,98006,47.5456,-122.179,2010,9000
7856400410,20140729T000000,1.10E+06,4,2.25,3310,8540,1,0,4,4,9,1660,1650,1973,0,98006,47.5603,-122.158,3450,9566
2141330360,20140729T000000,625000,4,2.25,2100,8290,2,0,0,4,8,2100,0,1978,0,98006,47.5595,-122.129,2100,8290
8081020330,20140729T000000,1.32E+06,4,3.25,3470,11843,1,0,3,3,11,2270,1200,1989,0,98006,47.5513,-122.135,3910,13247
97600140,20140729T000000,800000,4,2.5,2930,5000,2,0,0,3,9,2760,170,2007,0,98006,47.5424,-122.12,3230,5778
713500030,20140728T000000,1.35E+06,5,3.5,4800,14984,2,0,2,3,11,3480,1320,1998,0,98006,47.5543,-122.148,4050,19009
2600000510,20140726T000000,686000,4,2.25,2130,10650,2,0,0,4,8,2130,0,1977,0,98006,47.5567,-122.159,3380,10050
2141330560,20140725T000000,671500,4,2.25,2130,8410,2,0,0,4,8,2130,0,1977,0,98006,47.5589,-122.128,2170,8400
2592220040,20140724T000000,974350,4,2.5,3090,10730,2,0,0,5,8,2420,670,1985,0,98006,47.5458,-122.141,2220,7875
6071000030,20140722T000000,610000,5,2.75,2930,31411,1,0,0,4,9,1520,1410,1975,0,98006,47.5576,-122.186,3070,12378
2911700020,20140721T000000,1.48E+06,3,2.25,4470,22518,2,0,2,3,9,3240,1230,1953,2004,98006,47.574,-122.18,2930,21837
1324059048,20140721T000000,500000,3,2.5,2410,34848,1.5,0,0,3,8,2410,0,1976,0,98006,47.5694,-122.12,2420,16424
7856610130,20140721T000000,840000,4,2.25,2720,8712,2,0,0,4,9,2720,0,1976,0,98006,47.5616,-122.153,2470,8714
2202500025,20140721T000000,550000,4,1,2420,15520,2,0,0,4,7,2420,0,1945,0,98006,47.5744,-122.137,1630,9965
5566100060,20140718T000000,490000,3,1.75,1720,12540,1,0,0,4,7,1720,0,1956,0,98006,47.5699,-122.177,1440,11850
7855900110,20140718T000000,1.09E+06,4,2.75,3460,11350,1,0,4,4,9,1780,1680,1974,0,98006,47.568,-122.153,3200,13874
4139500080,20140718T000000,1.49E+06,4,4.25,5180,13077,2,0,3,3,12,4280,900,1998,0,98006,47.5513,-122.109,5030,15069
2204500550,20140717T000000,425000,4,1,1800,12485,1,0,0,5,7,950,850,1955,0,98006,47.5729,-122.147,1290,9840
2206700165,20140716T000000,450000,3,1.5,1520,7903,1,0,0,4,7,1000,520,1955,0,98006,47.5659,-122.141,1520,9830
6187500080,20140716T000000,637000,5,3,2460,7240,1,0,0,3,9,1840,620,1991,0,98006,47.5486,-122.189,2530,7885
9323600060,20140715T000000,942500,5,3.5,3750,9612,1,0,2,4,9,2030,1720,1981,0,98006,47.5511,-122.157,3270,9688
6071300180,20140714T000000,525000,5,2.5,2360,10081,1,0,0,4,7,1180,1180,1961,0,98006,47.5552,-122.178,2200,10461
9286000240,20140711T000000,1.07E+06,6,3.5,4860,11793,2,0,0,3,11,3860,1000,1998,0,98006,47.5521,-122.137,3600,11793
2600040130,20140711T000000,578000,3,2.25,1790,9580,2,0,0,3,8,1790,0,1984,0,98006,47.5541,-122.162,2060,9995
4139490190,20140711T000000,1.50E+06,4,3.5,4410,12426,2,0,2,3,12,3420,990,1996,0,98006,47.5518,-122.107,4090,12127
1777600880,20140711T000000,582000,5,2.5,2780,12335,1,0,0,4,8,1590,1190,1968,0,98006,47.5681,-122.128,2750,9930
2424059052,20140710T000000,1.33E+06,6,4.25,5720,10213,2,0,0,3,10,4170,1550,2004,0,98006,47.5464,-122.116,4300,10224
7856550240,20140710T000000,860000,5,2.25,3480,9200,2,0,0,3,8,3480,0,1979,0,98006,47.5585,-122.153,3130,9200
1777600900,20140710T000000,710000,4,2.5,2870,8995,1,0,0,5,8,1870,1000,1968,0,98006,47.5678,-122.128,2670,9672
8081020370,20140709T000000,1.36E+06,4,3.5,3550,11000,1,0,2,3,11,2260,1290,1999,0,98006,47.5506,-122.134,4100,10012
2206500430,20140709T000000,525000,4,1.75,1710,10440,1,0,0,4,7,1710,0,1955,0,98006,47.5756,-122.158,1480,10440
2424059163,20140709T000000,1.24E+06,5,3.5,5430,10327,2,0,2,3,10,4010,1420,2007,0,98006,47.5476,-122.116,4340,10324
1777500060,20140708T000000,527700,5,2.5,2820,9375,1,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375
2205700405,20140708T000000,479000,3,1,1340,13750,1,0,0,4,7,1340,0,1955,0,98006,47.5771,-122.151,1430,11400
7856640170,20140708T000000,789900,3,2.5,3420,25150,1,0,0,4,10,1750,1670,1987,0,98006,47.5706,-122.152,2900,19604
1424059022,20140708T000000,1.15E+06,3,2.5,3830,48743,2,0,0,3,11,3830,0,1991,0,98006,47.5663,-122.125,2950,8299
2205700345,20140707T000000,500000,4,2,1700,8640,1,0,0,3,7,850,850,1955,2010,98006,47.5774,-122.153,1620,9000
2600030210,20140707T000000,681000,3,1.75,1880,10032,1,0,0,4,8,1880,0,1984,0,98006,47.5527,-122.16,2430,9732
2600140370,20140703T000000,1.01E+06,4,2.5,2980,16263,2,0,0,3,9,2980,0,1989,0,98006,47.5457,-122.153,2730,10018
9552700140,20140702T000000,675000,5,2.25,2900,10300,1,0,0,3,8,1450,1450,1985,0,98006,47.5461,-122.151,2310,10300
8965500820,20140702T000000,851000,5,3.25,3760,9792,2,0,0,3,9,2550,1210,1984,0,98006,47.5654,-122.115,2960,16500
6072800246,20140702T000000,3.30E+06,5,6.25,8020,21738,2,0,0,3,11,8020,0,2001,0,98006,47.5675,-122.189,4160,18969
7856400300,20140702T000000,1.41E+06,2,2.5,3180,9400,2,0,4,5,10,2610,570,1985,0,98006,47.5617,-122.158,3760,9450
2324059314,20140702T000000,795000,4,2.5,2890,7798,2,0,0,3,9,2890,0,2005,0,98006,47.5456,-122.129,3300,30950
8965400210,20140701T000000,820000,3,2.25,2880,9750,2,0,0,3,10,2880,0,1989,0,98006,47.5575,-122.119,2920,11090
6072000380,20140701T000000,505000,4,2.75,2200,9778,1,0,0,4,8,1100,1100,1962,0,98006,47.5472,-122.176,2140,11321
2202500080,20140630T000000,248000,3,1,950,9400,1,0,0,4,7,950,0,1954,0,98006,47.5746,-122.136,1260,9400
1624059093,20140630T000000,570000,3,2,1890,29185,1,0,0,3,7,1470,420,1949,2013,98006,47.5621,-122.168,2580,11600
7856700920,20140628T000000,699900,4,2.5,2190,11500,1,0,0,4,8,1430,760,1972,0,98006,47.5668,-122.147,2580,9700
7856400240,20140627T000000,1.62E+06,4,3,3900,9750,1,0,4,5,10,2520,1380,1972,0,98006,47.5605,-122.158,3410,9450
6154500070,20140626T000000,1.05E+06,4,3.5,3450,7832,2,0,0,3,10,3450,0,2007,0,98006,47.5637,-122.123,3220,8567
2141300420,20140626T000000,775000,3,2.75,2850,14800,1,0,0,4,9,1920,930,1976,0,98006,47.559,-122.146,3300,10809
6154500030,20140626T000000,1.08E+06,4,3.5,3990,5267,2,0,0,3,10,3990,0,2008,0,98006,47.5641,-122.124,3230,6481
6073200010,20140626T000000,660000,3,1,1210,9622,1,0,1,3,8,1210,0,1955,2009,98006,47.5728,-122.179,1580,9714
